                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     83,                 1.4062,                 1.7456,                 1.4701,                0.60922,                 0.5494,                0.56104,                0.35314,                 1.4018,                 1.4588,                 1.4586,             8.2608e-05,             8.2608e-05,             8.2608e-05
                     84,                 1.3866,                 1.7708,                 1.4806,                0.60405,                0.55036,                0.55934,                0.35725,                 1.3924,                 1.4498,                 1.4549,             7.8479e-05,             7.8479e-05,             7.8479e-05
                     85,                 1.3742,                 1.7089,                 1.4555,                0.60812,                 0.5494,                0.55673,                0.35146,                 1.3942,                 1.4204,                 1.4558,             7.4351e-05,             7.4351e-05,             7.4351e-05
                     86,                 1.3632,                 1.7106,                 1.4525,                0.61388,                0.54242,                0.56731,                0.35468,                 1.3882,                 1.4318,                 1.4524,             7.0223e-05,             7.0223e-05,             7.0223e-05
                     87,                 1.3719,                 1.7142,                 1.4524,                0.62736,                0.56044,                0.57008,                0.36096,                  1.365,                 1.3865,                 1.4397,             6.6095e-05,             6.6095e-05,             6.6095e-05
                     88,                  1.366,                 1.6564,                 1.4261,                0.60877,                0.56036,                 0.5693,                0.36346,                 1.3665,                 1.3724,                 1.4384,             6.1966e-05,             6.1966e-05,             6.1966e-05
                     89,                 1.3756,                 1.7475,                 1.4584,                 0.6133,                0.55527,                0.56992,                0.36103,                 1.3726,                 1.3955,                 1.4372,             5.7838e-05,             5.7838e-05,             5.7838e-05
                     90,                 1.3678,                 1.6884,                 1.4687,                0.61292,                 0.5643,                0.57225,                0.36209,                 1.3762,                 1.3999,                 1.4405,              5.371e-05,              5.371e-05,              5.371e-05
                     91,                 1.2874,                 1.8236,                 1.4549,                0.59758,                0.56478,                0.56069,                 0.3532,                 1.3835,                  1.462,                 1.4374,             4.9581e-05,             4.9581e-05,             4.9581e-05
                     92,                 1.2647,                 1.6467,                  1.464,                0.60431,                0.58015,                0.57162,                0.36203,                 1.3759,                 1.4403,                 1.4364,             4.5453e-05,             4.5453e-05,             4.5453e-05
                     93,                 1.3017,                 1.7068,                 1.4624,                 0.6045,                0.56212,                0.57026,                0.36683,                 1.3617,                 1.4453,                  1.427,             4.1325e-05,             4.1325e-05,             4.1325e-05
                     94,                 1.2888,                  1.697,                 1.4889,                0.59075,                0.58644,                0.57774,                0.37063,                 1.3705,                 1.4684,                 1.4331,             3.7196e-05,             3.7196e-05,             3.7196e-05
                     95,                 1.2773,                 1.7568,                 1.4498,                0.63322,                0.57159,                0.58176,                0.37495,                 1.3602,                  1.458,                 1.4243,             3.3068e-05,             3.3068e-05,             3.3068e-05
                     96,                 1.2608,                 1.6462,                 1.4478,                 0.6294,                0.57151,                0.58506,                0.37804,                 1.3604,                 1.4559,                 1.4232,              2.894e-05,              2.894e-05,              2.894e-05
                     97,                 1.2227,                 1.7956,                  1.418,                0.62073,                0.58198,                 0.5868,                0.37876,                 1.3701,                 1.4238,                 1.4277,             2.4812e-05,             2.4812e-05,             2.4812e-05
                     98,                  1.254,                 1.6294,                 1.4494,                0.62604,                0.57985,                0.58785,                0.37827,                 1.3622,                 1.4445,                 1.4216,             2.0683e-05,             2.0683e-05,             2.0683e-05
                     99,                 1.2509,                 1.7195,                 1.4308,                0.62867,                0.56666,                0.58484,                0.37816,                 1.3649,                  1.433,                 1.4239,             1.6555e-05,             1.6555e-05,             1.6555e-05
                    100,                 1.2335,                 1.6227,                 1.4275,                0.62629,                0.56488,                0.58621,                0.37845,                 1.3675,                 1.4643,                 1.4274,             1.2427e-05,             1.2427e-05,             1.2427e-05
