                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     75,                 2.8808,                 5.0001,                 2.6351,                0.30108,                0.00693,                0.00233,                0.00066,                 3.2289,                 4.6059,                 2.9712,             0.00011563,             0.00011563,             0.00011563
                     76,                 2.8942,                 4.9414,                  2.606,                0.00094,                0.08614,                0.00228,                0.00056,                 3.2275,                 4.5676,                 2.9604,             0.00011151,             0.00011151,             0.00011151
                     77,                  2.902,                 5.0295,                 2.6189,                0.00104,                0.08986,                0.00349,                 0.0008,                 3.2397,                 4.5217,                 2.9627,             0.00010738,             0.00010738,             0.00010738
                     78,                 2.8878,                 4.9897,                 2.6129,                0.00093,                0.08153,                0.00245,                0.00062,                 3.2011,                 4.5338,                 2.9479,             0.00010325,             0.00010325,             0.00010325
                     79,                 2.9077,                 4.9722,                 2.6176,                0.00105,                0.09304,                0.00288,                0.00074,                  3.228,                 4.5359,                 2.9577,             9.9121e-05,             9.9121e-05,             9.9121e-05
                     80,                 2.9308,                 4.9737,                 2.6079,                0.00099,                0.08578,                  0.004,                0.00104,                 3.2593,                 4.4993,                 2.9685,             9.4993e-05,             9.4993e-05,             9.4993e-05
                     81,                 2.8886,                 4.9719,                  2.615,                0.00105,                0.09289,                0.00284,                0.00073,                 3.2463,                 4.5068,                 2.9596,             9.0864e-05,             9.0864e-05,             9.0864e-05
                     82,                 2.8912,                 4.9601,                 2.6173,                0.00094,                0.09045,                0.00272,                0.00072,                 3.2333,                 4.5109,                 2.9624,             8.6736e-05,             8.6736e-05,             8.6736e-05
                     83,                 2.8886,                 4.9775,                 2.5987,                0.00103,                0.08551,                0.00228,                0.00058,                 3.2193,                 4.5209,                 2.9506,             8.2608e-05,             8.2608e-05,             8.2608e-05
                     84,                 2.8571,                 4.9707,                 2.6043,                0.00228,                0.09305,                0.00365,                0.00093,                 3.2366,                 4.5163,                 2.9472,             7.8479e-05,             7.8479e-05,             7.8479e-05
                     85,                 2.8858,                 4.9776,                 2.6048,                0.00323,                0.10053,                0.00599,                0.00145,                 3.2365,                  4.495,                 2.9458,             7.4351e-05,             7.4351e-05,             7.4351e-05
                     86,                 2.8945,                 4.9885,                 2.6116,                0.30108,                0.00899,                0.00601,                0.00166,                  3.243,                  4.503,                 2.9464,             7.0223e-05,             7.0223e-05,             7.0223e-05
                     87,                 2.9056,                 4.9285,                 2.6046,                0.00101,                 0.0958,                0.00294,                0.00079,                  3.231,                 4.4823,                 2.9478,             6.6095e-05,             6.6095e-05,             6.6095e-05
                     88,                 2.9259,                 4.8931,                 2.5939,                0.00121,                0.10977,                0.00343,                0.00106,                 3.2151,                 4.5066,                 2.9447,             6.1966e-05,             6.1966e-05,             6.1966e-05
