                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     77,                 1.4205,                 1.8556,                  1.458,                0.59696,                 0.5195,                0.54585,                 0.3533,                 1.3941,                  1.446,                 1.4223,             0.00010738,             0.00010738,             0.00010738
                     78,                 1.4316,                 1.8925,                 1.4709,                0.60297,                0.51999,                0.54158,                0.35015,                 1.3813,                 1.4484,                 1.4152,             0.00010325,             0.00010325,             0.00010325
                     79,                 1.4191,                 1.8779,                 1.4696,                0.57381,                0.53139,                0.53825,                 0.3468,                 1.4023,                 1.4985,                 1.4267,             9.9121e-05,             9.9121e-05,             9.9121e-05
                     80,                 1.4198,                 1.8131,                 1.4426,                0.61375,                0.52055,                0.54439,                0.35564,                 1.3847,                  1.437,                 1.4182,             9.4993e-05,             9.4993e-05,             9.4993e-05
                     81,                 1.4174,                 1.8512,                 1.4569,                0.61756,                0.52585,                0.54567,                0.35506,                 1.3729,                 1.4414,                 1.4081,             9.0864e-05,             9.0864e-05,             9.0864e-05
                     82,                  1.427,                  1.852,                 1.4672,                0.58484,                0.53284,                0.54703,                0.35827,                 1.3823,                 1.4428,                 1.4122,             8.6736e-05,             8.6736e-05,             8.6736e-05
                     83,                 1.4303,                 1.8497,                 1.4569,                0.60329,                0.51866,                0.54741,                 0.3537,                 1.3876,                 1.4411,                 1.4113,             8.2608e-05,             8.2608e-05,             8.2608e-05
                     84,                 1.4163,                 1.8447,                 1.4698,                0.60097,                0.53408,                 0.5488,                0.35754,                 1.3929,                 1.4705,                 1.4163,             7.8479e-05,             7.8479e-05,             7.8479e-05
                     85,                 1.3891,                 1.7909,                 1.4285,                0.60629,                0.52018,                0.55076,                0.35694,                 1.3808,                 1.4599,                 1.4072,             7.4351e-05,             7.4351e-05,             7.4351e-05
                     86,                 1.3936,                 1.8163,                  1.444,                0.60705,                0.54504,                0.55159,                0.35903,                 1.3778,                 1.4422,                  1.411,             7.0223e-05,             7.0223e-05,             7.0223e-05
                     87,                 1.3969,                 1.8075,                 1.4442,                0.61775,                0.53473,                0.55098,                  0.361,                 1.3601,                 1.4291,                 1.4007,             6.6095e-05,             6.6095e-05,             6.6095e-05
                     88,                 1.3854,                 1.7449,                 1.4123,                0.59484,                 0.5386,                0.55851,                 0.3597,                 1.3724,                 1.4092,                 1.4102,             6.1966e-05,             6.1966e-05,             6.1966e-05
                     89,                 1.3937,                 1.8222,                 1.4397,                0.58983,                0.53427,                0.55227,                0.35912,                 1.3684,                 1.4409,                 1.4072,             5.7838e-05,             5.7838e-05,             5.7838e-05
                     90,                 1.3875,                 1.7809,                   1.45,                0.59697,                0.54774,                0.55652,                 0.3629,                 1.3648,                 1.4075,                 1.4008,              5.371e-05,              5.371e-05,              5.371e-05
                     91,                 1.3054,                 1.9118,                 1.4398,                 0.5961,                0.53931,                0.55593,                0.35467,                 1.3841,                 1.5037,                 1.4126,             4.9581e-05,             4.9581e-05,             4.9581e-05
                     92,                 1.2808,                 1.7517,                 1.4436,                0.57842,                0.54183,                0.55326,                0.35647,                 1.3747,                 1.4903,                 1.4081,             4.5453e-05,             4.5453e-05,             4.5453e-05
                     93,                 1.3088,                 1.8396,                 1.4407,                0.59673,                0.55189,                0.56538,                0.36872,                 1.3573,                 1.4903,                 1.3962,             4.1325e-05,             4.1325e-05,             4.1325e-05
                     94,                 1.2913,                 1.8023,                 1.4645,                0.62486,                0.54622,                0.56825,                0.36665,                 1.3699,                 1.5045,                 1.4043,             3.7196e-05,             3.7196e-05,             3.7196e-05
                     95,                 1.2902,                 1.8803,                 1.4282,                0.61716,                0.56804,                0.57568,                 0.3731,                 1.3637,                 1.4957,                 1.3978,             3.3068e-05,             3.3068e-05,             3.3068e-05
                     96,                 1.2713,                 1.7411,                 1.4255,                0.59874,                0.56457,                0.57984,                0.37172,                 1.3589,                 1.4891,                 1.3975,              2.894e-05,              2.894e-05,              2.894e-05
                     97,                 1.2528,                 1.9243,                 1.4084,                0.61692,                0.56271,                0.58394,                0.37442,                 1.3681,                 1.4497,                 1.3958,             2.4812e-05,             2.4812e-05,             2.4812e-05
                     98,                 1.2684,                 1.7411,                 1.4289,                0.62014,                0.56024,                0.58522,                0.37747,                  1.359,                 1.4756,                 1.3951,             2.0683e-05,             2.0683e-05,             2.0683e-05
                     99,                 1.2542,                  1.817,                 1.4118,                0.61282,                0.57093,                0.58485,                 0.3776,                 1.3584,                 1.4593,                 1.3946,             1.6555e-05,             1.6555e-05,             1.6555e-05
                    100,                 1.2401,                 1.7181,                 1.4004,                0.61036,                 0.5645,                0.58115,                0.37919,                 1.3624,                 1.4898,                 1.3984,             1.2427e-05,             1.2427e-05,             1.2427e-05
