                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     57,                 1.5179,                  1.997,                  1.619,                0.58891,                0.47891,                 0.5048,                 0.3038,                  1.497,                 1.5528,                 1.6017,             0.00018994,             0.00018994,             0.00018994
                     58,                 1.4951,                 1.9343,                 1.5942,                0.59656,                0.47908,                0.50681,                0.30977,                  1.503,                 1.5202,                 1.5899,             0.00018582,             0.00018582,             0.00018582
                     59,                 1.5232,                  2.143,                 1.6186,                0.54451,                0.51312,                0.50926,                0.30974,                 1.4843,                 1.5628,                 1.5789,             0.00018169,             0.00018169,             0.00018169
                     60,                 1.4973,                 1.9773,                 1.6043,                0.56394,                0.47347,                0.49958,                0.30838,                 1.5064,                 1.5442,                 1.6065,             0.00017756,             0.00017756,             0.00017756
                     61,                 1.5243,                 1.9633,                 1.5858,                 0.5797,                0.51542,                0.51607,                0.31229,                 1.4859,                 1.4771,                  1.573,             0.00017343,             0.00017343,             0.00017343
                     62,                 1.4994,                 1.9522,                 1.5913,                0.60795,                0.51562,                0.53019,                0.31677,                 1.4893,                 1.4833,                  1.577,              0.0001693,              0.0001693,              0.0001693
                     63,                 1.4877,                 1.9223,                 1.5711,                0.57158,                0.50254,                0.51269,                0.31518,                 1.4546,                   1.47,                 1.5587,             0.00016517,             0.00016517,             0.00016517
                     64,                 1.5098,                 1.9034,                 1.5627,                0.58256,                 0.5198,                0.52955,                0.32597,                 1.4748,                 1.4813,                 1.5736,             0.00016105,             0.00016105,             0.00016105
                     65,                 1.4841,                 1.9329,                 1.5811,                0.60756,                0.51651,                0.54101,                0.32745,                 1.4714,                  1.483,                 1.5681,             0.00015692,             0.00015692,             0.00015692
                     66,                 1.5159,                 1.9695,                 1.5743,                0.61275,                0.52001,                0.53678,                0.32763,                 1.4578,                 1.5408,                 1.5522,             0.00015279,             0.00015279,             0.00015279
                     67,                 1.4896,                 1.9501,                 1.5688,                0.58778,                0.52908,                0.53426,                0.32243,                 1.4458,                  1.472,                 1.5598,             0.00014866,             0.00014866,             0.00014866
                     68,                 1.4695,                 1.9535,                 1.5807,                0.59776,                0.50543,                0.52975,                0.31966,                 1.4772,                  1.464,                 1.5618,             0.00014453,             0.00014453,             0.00014453
                     69,                 1.4983,                 1.9536,                 1.5924,                0.62351,                0.51681,                0.54408,                0.33089,                 1.4505,                 1.4302,                 1.5516,              0.0001404,              0.0001404,              0.0001404
                     70,                 1.4553,                 1.8789,                 1.5653,                0.64813,                0.52911,                0.55676,                0.33691,                 1.4532,                 1.4264,                 1.5528,             0.00013628,             0.00013628,             0.00013628
                     71,                 1.4534,                 1.9012,                 1.5531,                0.61805,                0.54655,                0.55102,                0.33587,                 1.4452,                 1.4934,                  1.549,             0.00013215,             0.00013215,             0.00013215
                     72,                  1.453,                 1.9185,                 1.5647,                0.63189,                0.52648,                0.55649,                0.33742,                 1.4533,                 1.4287,                 1.5534,             0.00012802,             0.00012802,             0.00012802
                     73,                 1.4499,                 1.8948,                 1.5573,                 0.5958,                0.52154,                0.54252,                0.33721,                 1.4435,                 1.5001,                 1.5408,             0.00012389,             0.00012389,             0.00012389
                     74,                 1.4214,                 1.8183,                 1.5409,                0.60433,                0.53185,                0.55817,                0.34013,                 1.4481,                 1.4846,                 1.5515,             0.00011976,             0.00011976,             0.00011976
