                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     78,                 1.3903,                 1.7666,                 1.5058,                0.61824,                0.54459,                0.57193,                0.36355,                 1.3867,                  1.401,                 1.4929,             0.00010325,             0.00010325,             0.00010325
                     79,                 1.3707,                 1.7468,                 1.4957,                0.58877,                0.54107,                 0.5641,                0.35599,                 1.4056,                 1.4624,                  1.496,             9.9121e-05,             9.9121e-05,             9.9121e-05
                     80,                 1.3734,                 1.6915,                 1.4737,                0.67884,                0.54327,                0.59459,                0.37847,                 1.3997,                 1.3929,                 1.4842,             9.4993e-05,             9.4993e-05,             9.4993e-05
                     81,                 1.3716,                 1.7214,                 1.4885,                0.63912,                0.54689,                0.59097,                0.37537,                 1.3889,                   1.39,                 1.4921,             9.0864e-05,             9.0864e-05,             9.0864e-05
                     82,                 1.3758,                 1.7216,                 1.4886,                0.64641,                0.53778,                0.58686,                0.37601,                  1.391,                 1.3902,                 1.4784,             8.6736e-05,             8.6736e-05,             8.6736e-05
                     83,                 1.3783,                 1.7201,                 1.4745,                0.64611,                0.55291,                0.58795,                  0.369,                 1.4008,                 1.4143,                 1.4856,             8.2608e-05,             8.2608e-05,             8.2608e-05
                     84,                 1.3685,                 1.7368,                 1.4903,                0.60197,                0.54598,                 0.5842,                0.37135,                 1.3961,                 1.4315,                 1.4891,             7.8479e-05,             7.8479e-05,             7.8479e-05
                     85,                 1.3465,                 1.6691,                 1.4639,                0.64136,                0.55051,                0.59226,                0.37715,                 1.3915,                 1.4153,                 1.4772,             7.4351e-05,             7.4351e-05,             7.4351e-05
                     86,                 1.3379,                 1.6724,                 1.4588,                0.64402,                0.56093,                0.59534,                0.37524,                 1.3823,                 1.4138,                 1.4715,             7.0223e-05,             7.0223e-05,             7.0223e-05
                     87,                 1.3521,                  1.678,                 1.4699,                0.66182,                0.55455,                0.60183,                0.38189,                 1.3811,                 1.3707,                 1.4763,             6.6095e-05,             6.6095e-05,             6.6095e-05
                     88,                 1.3452,                 1.6133,                 1.4409,                 0.6562,                0.57186,                0.59852,                0.38263,                  1.377,                 1.3554,                 1.4756,             6.1966e-05,             6.1966e-05,             6.1966e-05
                     89,                 1.3469,                 1.6955,                 1.4684,                0.63368,                0.57138,                0.59568,                0.37814,                 1.3765,                 1.3974,                 1.4694,             5.7838e-05,             5.7838e-05,             5.7838e-05
